document_chembl_id,source_type,title,journal,year,pubmed_id,doi,patent_id,publication_types,direct_url,chembl_url,pairs,ligands,targets,assay_chembl_ids,n_decisive_rows,required_action
CHEMBL5252533,review_article,Dual Kinase-Bromodomain Inhibitors in Anticancer Drug Discovery: A Structural and Pharmacological Perspective,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5252533,EGFR/HER2,EH120_064,EGFR;HER2,CHEMBL5253687;CHEMBL5253688,2,trace_each_value_to_cited_primary_source
CHEMBL5252585,article_unclassified,Structure optimization and discovery of novel compound for the treatment of insertion mutations within exon 20 of EGFR and HER2.,Bioorg Med Chem,2023,36804726,10.1016/j.bmc.2023.117202,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2023.117202,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5252585,EGFR/HER2,EH120_046,EGFR;HER2,CHEMBL5255138;CHEMBL5255142;CHEMBL5255145,3,classify_then_read_full_text_and_supporting_information
CHEMBL5346869,review_article,Recent advances in PI3K/PKB/mTOR inhibitors as new anticancer agents.,Eur J Med Chem,2023,36462440,10.1016/j.ejmech.2022.114971,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2022.114971,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5346869,PIK3CA/mTOR,PM48_15,PIK3CA;mTOR,CHEMBL5347349;CHEMBL5347353,2,trace_each_value_to_cited_primary_source
CHEMBL5446079,deposited_dataset,Affinity Biochemical Literature for EUbOPEN Chemogenomic Library,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5446079,EGFR/HER2;PIK3CA/PIK3CB;PIK3CA/mTOR,EH40_05;PAB_016;PM48_34,HER2;PIK3CB;mTOR,CHEMBL5446083;CHEMBL5446092;CHEMBL5446103,3,audit_dataset_assay_description_and_provenance
CHEMBL5465560,deposited_dataset,Selectivity Literature for EUbOPEN Chemogenomic Library,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5465560,EGFR/HER2;PIK3CA/mTOR,EH40_05;PM48_10,EGFR;HER2;PIK3CA,CHEMBL5465728;CHEMBL5465751;CHEMBL5477257,3,audit_dataset_assay_description_and_provenance
CHEMBL5500428,primary_article,"Identification of 6-Anilino Imidazo[4,5-c]pyridin-2-ones as Selective DNA-Dependent Protein Kinase Inhibitors and Their Application as Radiosensitizers",Journal of medicinal chemistry,2024 Jul 25,39007759,10.1021/acs.jmedchem.4c01120,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.4c01120,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5500428,PIK3CA/mTOR,PM48_04,PIK3CA,CHEMBL5505638,1,read_full_text_and_supporting_information
CHEMBL5506072,article_unclassified,Discovery of Potent and Selective Covalent Inhibitors of HER2&lt;sup&gt;WT&lt;/sup&gt; and HER2&lt;sup&gt;YVMA&lt;/sup&gt;.,J Med Chem,2024,38820338,10.1021/acs.jmedchem.4c00978,,Journal Article,https://doi.org/10.1021/acs.jmedchem.4c00978,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5506072,EGFR/HER2,EH120_092;EH120_096;EH120_098;EH120_100;EH120_101;EH40_37,EGFR;HER2,CHEMBL5512284;CHEMBL5512286,12,classify_then_read_full_text_and_supporting_information
CHEMBL5512615,review_article,"Targeting autophagy drug discovery: Targets, indications and development trends.",European journal of medicinal chemistry,2024,38295689,10.1016/j.ejmech.2023.116117,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2023.116117,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5512615,PIK3CA/mTOR,PM48_13,mTOR,CHEMBL5513494,1,trace_each_value_to_cited_primary_source
CHEMBL5518190,article_unclassified,"Advancements in dual-target inhibitors of PI3K for tumor therapy: Clinical progress, development strategies, prospects.",Eur J Med Chem,2024,38183777,10.1016/j.ejmech.2023.116109,,,https://doi.org/10.1016/j.ejmech.2023.116109,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5518190,PIK3CA/mTOR,PM48_16,mTOR,CHEMBL5519914,1,classify_then_read_full_text_and_supporting_information
CHEMBL5532641,unresolved_chembl_source,,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5532641,PIK3CA/mTOR,PM48_02,PIK3CA,CHEMBL5533396,1,resolve_bibliography_from_chembl_then_audit
CHEMBL5579880,article_unclassified,Rational Design of a Novel 6H-Benzo[c]chromen Series as Selective PI3Kα Inhibitors.,Journal of medicinal chemistry,2024,39159497,10.1021/acs.jmedchem.4c00992,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.4c00992,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5579880,PIK3CA/mTOR,PM48_22,PIK3CA,CHEMBL5582514,1,classify_then_read_full_text_and_supporting_information
CHEMBL5584230,unresolved_chembl_source,,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5584230,AChE/BChE,AB_018,BChE,CHEMBL5584916,1,resolve_bibliography_from_chembl_then_audit
CHEMBL5620391,primary_article,"Discovery of N-(2-chloro-5-(3-(pyridin-4-yl)-1H-pyrazolo[3,4-b]pyridin-5-yl)pyridin-3-yl)-4-fluorobenzenesulfonamide (FD274) as a highly potent PI3K/mTOR dual inhibitor for the treatment of acute myeloid leukemia",European journal of medicinal chemistry,2023 Oct 5,37329712,10.1016/j.ejmech.2023.115543,,Journal Article,https://doi.org/10.1016/j.ejmech.2023.115543,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5620391,PIK3CA/mTOR,PM48_04,mTOR,CHEMBL5622307,1,read_full_text_and_supporting_information
CHEMBL5653605,article_unclassified,"Reduced VEGF production, angiogenesis, and vascular regrowth contribute to the antitumor properties of dual mTORC1/mTORC2 inhibitors.",Cancer Res,2011,21363918,10.1158/0008-5472.can-10-3126,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1158/0008-5472.can-10-3126,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5653605,PIK3CA/mTOR,PM48_35,PIK3CA;mTOR,CHEMBL5654149;CHEMBL5654150,2,classify_then_read_full_text_and_supporting_information
CHEMBL5653618,article_unclassified,"Discovery of GSK2126458, a Highly Potent Inhibitor of PI3K and the Mammalian Target of Rapamycin.",ACS Med Chem Lett,2010,24900173,10.1021/ml900028r,,Journal Article,https://doi.org/10.1021/ml900028r,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5653618,PIK3CA/mTOR,PM48_02,PIK3CA,CHEMBL5657145,1,classify_then_read_full_text_and_supporting_information
CHEMBL5661975,article_unclassified,"Discovery and pharmacologic characterization of CP-724,714, a selective ErbB2 tyrosine kinase inhibitor.",Cancer research,2007,17942920,10.1158/0008-5472.can-06-3559,,Journal Article,https://doi.org/10.1158/0008-5472.can-06-3559,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5661975,EGFR/HER2,EH40_05,HER2,CHEMBL5663031,1,classify_then_read_full_text_and_supporting_information
CHEMBL5678808,article_unclassified,"Human target validation of phosphoinositide 3-kinase (PI3K)β: effects on platelets and insulin sensitivity, using AZD6482 a novel PI3Kβ inhibitor.",J Thromb Haemost,2012,22906130,10.1111/j.1538-7836.2012.04898.x,,Journal Article;Randomized Controlled Trial,https://doi.org/10.1111/j.1538-7836.2012.04898.x,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5678808,PIK3CA/PIK3CB,PAB_016,PIK3CB,CHEMBL5682773,1,classify_then_read_full_text_and_supporting_information
CHEMBL5696439,article_unclassified,"Beyond rapalog therapy: preclinical pharmacology and antitumor activity of WYE-125132, an ATP-competitive and specific inhibitor of mTORC1 and mTORC2.",Cancer Res,2010,20068177,10.1158/0008-5472.can-09-2340,,,https://doi.org/10.1158/0008-5472.can-09-2340,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5696439,PIK3CA/mTOR,PM48_34,mTOR,CHEMBL5696446,1,classify_then_read_full_text_and_supporting_information
CHEMBL5726547,patent,,,2017,,,US-9796704-B2,,https://patents.google.com/patent/US9796704B2,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5726547,EGFR/HER2,EH120_063,HER2,CHEMBL5732896,1,audit_patent_examples_and_assay_protocol
CHEMBL5728076,patent,ErbB receptor inhibitors,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5728076,EGFR/HER2,EH120_083;EH120_086;EH120_087;EH120_093;EH40_28;EH40_36,EGFR;HER2,CHEMBL5735980;CHEMBL5735981,12,audit_patent_examples_and_assay_protocol
CHEMBL5728150,patent,Benzoxazepin oxazolidinone compounds and methods of use,,2020,,,US-10851091-B2,,https://patents.google.com/patent/US10851091B2,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5728150,PIK3CA/mTOR,PM48_19,PIK3CA,CHEMBL5736185,2,audit_patent_examples_and_assay_protocol
CHEMBL5728361,patent,(S)-2-(1-cyclopropylethyl)-5-(4-methyl-2-((6-(2-oxopyrrolidin-1-yl)pyridin-2-yl)amino)thiazol-5-yl)-7-(methylsulfonyl)isoindolin-1-one as a phosphatidylinositol 3-kinase inhibitor,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5728361,PIK3CA/PIK3CB,PAB_049,PIK3CA;PIK3CB,CHEMBL5736610;CHEMBL5736611,2,audit_patent_examples_and_assay_protocol
CHEMBL5729445,patent,Tetrahydroquinoline derivatives and a process of preparation thereof,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5729445,EGFR/HER2,EH120_043;EH40_03,EGFR;HER2,CHEMBL5738725;CHEMBL5738726,4,audit_patent_examples_and_assay_protocol
CHEMBL6083185,review_article,Unraveling the future: Innovative design strategies and emerging challenges in HER2-targeted tyrosine kinase inhibitors for cancer therapy.,Eur J Med Chem,2024,39059182,10.1016/j.ejmech.2024.116702,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2024.116702,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL6083185,EGFR/HER2,EH120_081;EH120_084,EGFR;HER2,CHEMBL6083487;CHEMBL6083488;CHEMBL6083494;CHEMBL6083496,4,trace_each_value_to_cited_primary_source
CHEMBL6120936,review_article,Autophagy modulation in cancer therapy: Challenges coexist with opportunities.,Eur J Med Chem,2024,39033611,10.1016/j.ejmech.2024.116688,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2024.116688,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL6120936,PIK3CA/mTOR,PM48_25,PIK3CA,CHEMBL6121101,1,trace_each_value_to_cited_primary_source
