pair,pubmed_id,doi,patent_id
EGFR/HER2,27187856,10.1016/j.ejmech.2016.04.072,
EGFR/HER2,28337329,10.1021/acsmedchemlett.7b00011,
EGFR/HER2,,,US-8188102-B2
EGFR/HER2,28238614,10.1016/j.bmcl.2017.02.027,
EGFR/HER2,20829430,10.1093/toxsci/kfq269,
EGFR/HER2,28838691,10.1016/j.bmcl.2017.08.035,
EGFR/HER2,29049963,10.1016/j.ejmech.2017.10.007,
EGFR/HER2,29421573,10.1016/j.ejmech.2018.01.090,
EGFR/HER2,29684708,10.1016/j.ejmech.2018.04.029,
EGFR/HER2,29909341,10.1016/j.ejmech.2018.06.019,
EGFR/HER2,29089259,10.1016/j.bmc.2017.10.032,
EGFR/HER2,28711703,10.1016/j.ejmech.2017.06.023,
EGFR/HER2,29275232,10.1016/j.ejmech.2017.12.022,
EGFR/HER2,30344906,10.1021/acsmedchemlett.8b00245,
EGFR/HER2,28754471,10.1016/j.ejmech.2017.07.023,
EGFR/HER2,30096580,10.1016/j.ejmech.2018.06.061,
EGFR/HER2,31655429,10.1016/j.ejmech.2019.111780,
EGFR/HER2,31188592,10.1021/acs.jmedchem.8b01732,
EGFR/HER2,30508379,10.1021/acs.jmedchem.8b01612,
EGFR/HER2,30802730,10.1016/j.ejmech.2019.02.022,
EGFR/HER2,31546197,10.1016/j.ejmech.2019.111700,
EGFR/HER2,32184953,10.1021/acsmedchemlett.9b00453,
EGFR/HER2,31125894,10.1016/j.ejmech.2019.05.029,
EGFR/HER2,31202990,10.1016/j.ejmech.2019.06.015,
EGFR/HER2,32631510,10.1016/j.bmcl.2020.127288,
EGFR/HER2,32139324,10.1016/j.bmcl.2020.127045,
EGFR/HER2,32511920,10.1021/acs.jmedchem.0c00524,
EGFR/HER2,33324471,10.1021/acsmedchemlett.0c00521,
EGFR/HER2,32828424,10.1016/j.bmc.2020.115657,
EGFR/HER2,33062157,10.1021/acsmedchemlett.9b00599,
EGFR/HER2,33139111,10.1016/j.ejmech.2020.112948,
EGFR/HER2,33545637,10.1016/j.ejmech.2021.113222,
EGFR/HER2,32361329,10.1016/j.ejmech.2020.112363,
EGFR/HER2,33667849,10.1016/j.ejmech.2021.113312,
EGFR/HER2,34435487,10.1021/acs.jmedchem.1c01013,
EGFR/HER2,35311289,10.1021/acs.jmedchem.1c01714,
EGFR/HER2,35247755,10.1016/j.ejmech.2022.114231,
EGFR/HER2,33243532,10.1016/j.ejmech.2020.113016,
EGFR/HER2,32688198,10.1016/j.ejmech.2020.112506,
EGFR/HER2,32739648,10.1016/j.ejmech.2020.112640,
EGFR/HER2,35751979,10.1016/j.ejmech.2022.114542,
EGFR/HER2,37421416,10.1021/acs.jmedchem.3c00252,
EGFR/HER2,39066713,10.1021/acs.jmedchem.4c01217,
EGFR/HER2,38408027,10.1021/acs.jmedchem.3c01512,
EGFR/HER2,38784466,10.1039/d4md00136b,
EGFR/HER2,38908102,10.1016/j.ejmech.2024.116607,
EGFR/HER2,39018924,10.1016/j.ejmech.2024.116680,
EGFR/HER2,18408761,10.1038/onc.2008.109,
EGFR/HER2,21789172,10.1371/journal.pone.0021487,
EGFR/HER2,20571069,10.1158/1535-7163.mct-09-1012,
EGFR/HER2,,,US-9730934-B2
EGFR/HER2,,,US-10507209-B2
EGFR/HER2,39879938,10.1016/j.ejmech.2025.117303,
EGFR/HER2,39955801,10.1016/j.bmc.2025.118109,
EGFR/HER2,40186894,10.1016/j.ejmech.2025.117542,
EGFR/HER2,1676428,10.1021/jm00110a022,
EGFR/HER2,10464027,10.1021/jm990199u,
EGFR/HER2,10741557,10.1016/s0960-894x(00)00051-2,
EGFR/HER2,17724020,10.1074/jbc.m705456200,
EGFR/HER2,17178722,10.1074/jbc.c600277200,
EGFR/HER2,1479375,10.1021/np50089a001,
EGFR/HER2,18578470,10.1021/jm701271y,
EGFR/HER2,14593182,10.1126/science.1087061,
EGFR/HER2,19610618,10.1021/jm9002395,
EGFR/HER2,21185195,10.1016/j.bmc.2010.11.057,
EGFR/HER2,22036213,10.1016/j.bmc.2011.09.057,
EGFR/HER2,23006064,10.1021/jm3008773,
EGFR/HER2,26588045,10.1021/acs.jmedchem.5b00671,
EGFR/HER2,35544345,10.1021/acs.jnatprod.2c00098,
EGFR/HER2,33691794,10.1186/s13148-021-01037-1,
EGFR/HER2,19827831,10.1021/jm901108b,
EGFR/HER2,21797275,10.1021/jm200469u,
EGFR/HER2,23067318,10.1021/jm3009508,
EGFR/HER2,23937569,10.1021/jm400798j,
EGFR/HER2,25000588,10.1021/jm500669m,
EGFR/HER2,28131714,10.1016/j.bmcl.2017.01.038,
EGFR/HER2,28689975,10.1016/j.bmc.2017.06.049,
EGFR/HER2,33100009,10.1021/acs.jmedchem.0c01271,
EGFR/HER2,34355886,10.1021/acs.jmedchem.1c00388,
EGFR/HER2,35167283,10.1021/acs.jmedchem.1c01031,
EGFR/HER2,32283298,10.1016/j.ejmech.2020.112275,
EGFR/HER2,37749892,10.1021/acs.jmedchem.3c00829,
EGFR/HER2,38198520,10.1021/acs.jmedchem.3c02002,
EGFR/HER2,38307441,10.1016/j.bmcl.2024.129630,
EGFR/HER2,,,US-11505527-B1
EGFR/HER2,19914835,10.1016/j.bmc.2009.10.051,
EGFR/HER2,25140751,10.1016/j.ejmech.2014.08.046,
EGFR/HER2,20005116,10.1016/j.bmc.2009.11.037,
EGFR/HER2,19914837,10.1016/j.bmc.2009.10.054,
EGFR/HER2,,,US-20080221132-A1
EGFR/HER2,11462982,10.1021/jm000372i,
EGFR/HER2,12951113,10.1016/s0960-894x(03)00553-5,
EGFR/HER2,14552760,10.1016/j.bmcl.2003.08.014,
EGFR/HER2,15012986,10.1016/j.bmcl.2003.12.015,
EGFR/HER2,12166950,10.1021/jm020143r,
EGFR/HER2,,10.1016/s0960-894x(96)00601-4,
EGFR/HER2,16190746,10.1021/jm050231m,
EGFR/HER2,16332440,10.1016/j.bmcl.2005.11.042,
EGFR/HER2,16570914,10.1021/jm0506423,
EGFR/HER2,16970408,10.1021/jm0602716,
EGFR/HER2,16279786,10.1021/jm050705h,
EGFR/HER2,17572088,10.1016/j.bmcl.2007.05.067,
EGFR/HER2,17376680,10.1016/j.bmcl.2007.03.002,
EGFR/HER2,17890094,10.1016/j.bmc.2007.07.024,
EGFR/HER2,18078752,10.1016/j.bmcl.2007.11.112,
EGFR/HER2,17684099,10.1073/pnas.0702654104,
EGFR/HER2,18678495,10.1016/j.bmc.2008.07.034,
EGFR/HER2,19301902,10.1021/jm800988r,
EGFR/HER2,19296653,10.1021/jm801315b,
EGFR/HER2,18447379,10.1021/jm800188g,
EGFR/HER2,18723346,10.1016/j.bmcl.2008.07.111,
EGFR/HER2,18554909,10.1016/j.bmcl.2008.05.089,
EGFR/HER2,17983688,10.1016/j.ejmech.2007.09.021,
EGFR/HER2,18342402,10.1016/j.ejmech.2008.01.034,
EGFR/HER2,19254842,10.1016/j.bmcl.2009.02.049,
EGFR/HER2,19469547,10.1021/jm900424a,
EGFR/HER2,19572547,10.1021/jm900166t,
EGFR/HER2,19445515,10.1021/jm900403j,
EGFR/HER2,19527930,10.1016/j.bmcl.2009.06.002,
EGFR/HER2,19932530,10.1016/j.ejmech.2009.10.044,
EGFR/HER2,19889540,10.1016/j.bmcl.2009.10.085,
EGFR/HER2,19734051,10.1016/j.bmc.2009.08.022,
EGFR/HER2,19932960,10.1016/j.bmcl.2009.11.004,
EGFR/HER2,20156689,10.1016/j.bmc.2010.01.056,
EGFR/HER2,20149665,10.1016/j.bmc.2010.01.052,
EGFR/HER2,20153202,10.1016/j.bmc.2010.01.053,
EGFR/HER2,20106561,10.1016/j.ejmech.2009.12.043,
EGFR/HER2,20426472,10.1021/jm100254w,
EGFR/HER2,20451394,10.1016/j.bmc.2010.04.024,
EGFR/HER2,19219016,10.1038/nchembio0309-144,
EGFR/HER2,20621496,10.1016/j.bmc.2010.05.063,
EGFR/HER2,16783341,10.1038/nchembio799,
EGFR/HER2,15975507,10.1016/j.chembiol.2005.04.011,
EGFR/HER2,16415863,10.1038/nchembio760,
EGFR/HER2,20188579,10.1016/j.bmc.2010.01.051,
EGFR/HER2,20817538,10.1016/j.bmc.2010.08.026,
EGFR/HER2,20547819,10.1128/aac.01777-09,
EGFR/HER2,20190787,10.1038/nrd3028,
EGFR/HER2,21295380,10.1016/j.ejmech.2011.01.020,
EGFR/HER2,21376587,10.1016/j.bmcl.2011.02.029,
EGFR/HER2,21322567,10.1021/jm101396q,
EGFR/HER2,21417343,10.1021/jm101506n,
EGFR/HER2,21443205,10.1021/jm1012819,
EGFR/HER2,21576023,10.1016/j.bmc.2011.04.053,
EGFR/HER2,21962576,10.1016/j.bmcl.2011.09.011,
EGFR/HER2,22033461,10.1016/j.bmcl.2011.09.127,
EGFR/HER2,22221201,10.1021/jm201198w,
EGFR/HER2,22148584,10.1021/jm200720n,
EGFR/HER2,22439674,10.1021/np2008544,
EGFR/HER2,22632935,10.1016/j.bmcl.2012.04.109,
EGFR/HER2,22789429,10.1016/j.bmcl.2012.06.044,
EGFR/HER2,15315971,10.1182/blood-2003-12-4276,
EGFR/HER2,15251980,10.1182/blood-2004-04-1398,
EGFR/HER2,15155841,10.1124/mol.65.6.1485,
EGFR/HER2,22932313,10.1016/j.bmcl.2012.08.014,
EGFR/HER2,22257213,10.1021/jm201271b,
EGFR/HER2,23088644,10.1021/jm301188x,
EGFR/HER2,24900411,10.1021/ml300378n,
EGFR/HER2,22494098,10.1021/jm3001339,
EGFR/HER2,23301703,10.1021/jm301581y,
EGFR/HER2,23241029,10.1021/jm301302s,
EGFR/HER2,23352483,10.1016/j.bmc.2013.01.004,
EGFR/HER2,23441572,10.1021/jm400099d,
EGFR/HER2,23600806,10.1021/jm301891t,
EGFR/HER2,23473682,10.1016/j.bmcl.2013.01.113,
EGFR/HER2,23611771,10.1016/j.bmc.2013.03.038,
EGFR/HER2,23773153,10.1021/jm4004076,
EGFR/HER2,24900716,10.1021/ml400014t,
EGFR/HER2,23735826,10.1016/j.bmc.2013.05.008,
EGFR/HER2,23932071,10.1016/j.bmc.2013.07.026,
EGFR/HER2,23981532,10.1016/j.ejmech.2013.08.009,
EGFR/HER2,24900584,10.1021/ml400271y,
EGFR/HER2,24280068,10.1016/j.bmc.2013.10.040,
EGFR/HER2,,10.1039/c1md00175b,
EGFR/HER2,24630693,10.1016/j.bmc.2014.02.049,
EGFR/HER2,24681986,10.1016/j.ejmech.2014.03.054,
EGFR/HER2,25464886,10.1016/j.bmc.2014.10.030,
EGFR/HER2,25004409,10.1021/jm500413g,
EGFR/HER2,25372601,10.1021/np500538c,
EGFR/HER2,25778766,10.1016/j.bmc.2015.02.036,
EGFR/HER2,25757603,10.1016/j.bmc.2015.02.026,
EGFR/HER2,25569119,10.1021/jm5012319,
EGFR/HER2,21051535,10.1124/dmd.110.034629,
EGFR/HER2,26195136,10.1016/j.bmcl.2015.07.006,
EGFR/HER2,26231079,10.1016/j.ejmech.2015.07.015,
EGFR/HER2,26298495,10.1016/j.bmcl.2015.08.013,
EGFR/HER2,26264503,10.1016/j.bmcl.2015.07.065,
EGFR/HER2,26312434,10.1016/j.ejmech.2015.08.018,
EGFR/HER2,26526740,10.1016/j.bmc.2015.10.035,
EGFR/HER2,26592812,10.1016/j.bmcl.2015.10.030,
EGFR/HER2,26451772,10.1016/j.ejmech.2015.09.034,
EGFR/HER2,26562217,10.1021/acs.jmedchem.5b01125,
EGFR/HER2,26629859,10.1016/j.ejmech.2015.11.022,
EGFR/HER2,26707846,10.1016/j.bmc.2015.12.011,
EGFR/HER2,26850004,10.1016/j.bmcl.2016.01.068,
EGFR/HER2,26741853,10.1016/j.ejmech.2015.12.023,
EGFR/HER2,27011159,10.1021/acs.jmedchem.5b01712,
EGFR/HER2,27010810,10.1021/acs.jmedchem.6b00087,
EGFR/HER2,27077705,10.1021/acs.jmedchem.6b00200,
EGFR/HER2,27189674,10.1016/j.bmcl.2016.05.004,
EGFR/HER2,27502700,10.1021/acs.jmedchem.6b00703,
EGFR/HER2,27666635,10.1016/j.bmcl.2016.09.041,
EGFR/HER2,27214512,10.1016/j.ejmech.2016.05.017,
EGFR/HER2,27966954,10.1021/acs.jmedchem.6b01290,
EGFR/HER2,28197315,10.1021/acsmedchemlett.6b00441,
EGFR/HER2,,,US-8183242-B2
EGFR/HER2,,,US-9255107-B2
EGFR/HER2,28075592,10.1021/acs.jmedchem.6b01745,
EGFR/HER2,28284084,10.1016/j.ejmech.2017.02.051,
EGFR/HER2,28541695,10.1021/acs.jmedchem.7b00468,
EGFR/HER2,28991465,10.1021/acs.jmedchem.7b00841,
EGFR/HER2,28626524,10.1021/acsmedchemlett.7b00084,
EGFR/HER2,28916158,10.1016/j.bmc.2017.08.039,
EGFR/HER2,29655981,10.1016/j.bmcl.2018.03.063,
EGFR/HER2,29724653,10.1016/j.bmc.2018.04.050,
EGFR/HER2,29133046,10.1016/j.ejmech.2017.10.061,
EGFR/HER2,28525838,10.1016/j.ejmech.2017.05.006,
EGFR/HER2,28974338,10.1016/j.bmcl.2017.09.048,
EGFR/HER2,29132752,10.1016/j.bmcl.2017.11.002,
EGFR/HER2,30204441,10.1021/acs.jmedchem.8b00938,
EGFR/HER2,29544149,10.1016/j.ejmech.2018.03.003,
EGFR/HER2,29945794,10.1016/j.bmcl.2018.06.043,
EGFR/HER2,30108942,10.1039/c7md00619e,
EGFR/HER2,30261468,10.1016/j.ejmech.2018.09.048,
EGFR/HER2,31046271,10.1021/acs.jmedchem.9b00176,
EGFR/HER2,30807144,10.1021/acs.jmedchem.8b01925,
EGFR/HER2,31580073,10.1021/acs.jmedchem.9b01283,
EGFR/HER2,30396104,10.1016/j.ejmech.2018.10.062,
EGFR/HER2,31097376,10.1016/j.bmcl.2019.05.005,
EGFR/HER2,31514019,10.1016/j.ejmech.2019.111663,
EGFR/HER2,31250638,10.1021/acs.jmedchem.9b00280,
EGFR/HER2,31185413,10.1016/j.ejmech.2019.05.091,
EGFR/HER2,31721578,10.1021/acs.jmedchem.9b01229,
EGFR/HER2,30317026,10.1016/j.ejmech.2018.10.007,
EGFR/HER2,30968693,10.1021/acs.jmedchem.8b01845,
EGFR/HER2,30798049,10.1016/j.ejmech.2019.02.033,
EGFR/HER2,31699612,10.1016/j.bmcl.2019.126758,
EGFR/HER2,30562697,10.1016/j.ejmech.2018.12.012,
EGFR/HER2,30605831,10.1016/j.ejmech.2018.12.040,
EGFR/HER2,26844689,10.1021/acs.jmedchem.5b01106,
EGFR/HER2,27545040,10.1021/acs.jmedchem.6b00902,
EGFR/HER2,27575313,10.1021/acs.jmedchem.6b00547,
EGFR/HER2,,10.6019/chembl4513161,
EGFR/HER2,31757680,10.1016/j.bmc.2019.115193,
EGFR/HER2,32479078,10.1021/acs.jmedchem.0c00407,
EGFR/HER2,32657579,10.1021/acs.jmedchem.0c00967,
EGFR/HER2,32961322,10.1016/j.bmcl.2020.127561,
EGFR/HER2,33132117,10.1016/j.bmcl.2020.127638,
EGFR/HER2,32942186,10.1016/j.ejmech.2020.112756,
EGFR/HER2,33261897,10.1016/j.ejmech.2020.113032,
EGFR/HER2,28029512,10.1016/j.bmcl.2016.10.007,
EGFR/HER2,33550184,10.1016/j.ejmech.2021.113232,
EGFR/HER2,32272420,10.1016/j.ejmech.2020.112258,
EGFR/HER2,32428794,10.1016/j.ejmech.2020.112421,
EGFR/HER2,32961435,10.1016/j.ejmech.2020.112710,
EGFR/HER2,33938746,10.1021/acs.jmedchem.1c00246,
EGFR/HER2,33744436,10.1016/j.bmcl.2021.127964,
EGFR/HER2,34015503,10.1016/j.bmcl.2021.128116,
EGFR/HER2,34011155,10.1021/acs.jmedchem.1c00082,
EGFR/HER2,34547714,10.1016/j.bmc.2021.116398,
EGFR/HER2,33129590,10.1016/j.ejmech.2020.112946,
EGFR/HER2,35561654,10.1016/j.ejmech.2022.114425,
EGFR/HER2,36094045,10.1021/acs.jmedchem.2c00671,
EGFR/HER2,35944901,10.1021/acs.jmedchem.1c01853,
EGFR/HER2,35239349,10.1021/acs.jmedchem.1c01732,
EGFR/HER2,32539378,10.1021/acs.jmedchem.0c00502,
EGFR/HER2,32992245,10.1016/j.bmc.2020.115757,
EGFR/HER2,31923860,10.1016/j.ejmech.2019.112029,
EGFR/HER2,34607244,10.1016/j.ejmech.2021.113867,
EGFR/HER2,36681201,10.1016/j.bmcl.2023.129144,
EGFR/HER2,30243589,10.1016/j.bmcl.2018.09.016,
EGFR/HER2,34591488,10.1021/acs.jmedchem.1c01215,
EGFR/HER2,36242991,10.1016/j.ejmech.2022.114731,
EGFR/HER2,31158845,10.1038/s41586-019-1291-3,
EGFR/HER2,38064359,10.1021/acs.jmedchem.3c01105,
EGFR/HER2,36728508,10.1021/acs.jmedchem.2c00851,
EGFR/HER2,38837951,10.1021/acs.jmedchem.3c01629,
EGFR/HER2,38214254,10.1021/acs.jmedchem.3c02046,
EGFR/HER2,38889607,10.1016/j.ejmech.2024.116578,
EGFR/HER2,37354740,10.1016/j.ejmech.2023.115566,
EGFR/HER2,37544183,10.1016/j.ejmech.2023.115687,
EGFR/HER2,37657268,10.1016/j.ejmech.2023.115758,
EGFR/HER2,37690263,10.1016/j.ejmech.2023.115787,
EGFR/HER2,38746878,10.1021/acsmedchemlett.4c00110,
EGFR/HER2,25852058,10.1158/1535-7163.mct-14-0793,
EGFR/HER2,21481795,10.1016/j.ccr.2011.03.003,
EGFR/HER2,15930265,10.1158/0008-5472.can-05-0259,
EGFR/HER2,,10.5281/zenodo.13943903,
EGFR/HER2,,,US-10906896-B2
EGFR/HER2,,,US-11649218-B2
EGFR/HER2,39246751,10.1039/d4md00417e,
EGFR/HER2,39693499,10.1021/acs.jmedchem.4c01865,
EGFR/HER2,39787298,10.1021/acs.jmedchem.4c02714,
EGFR/HER2,39841084,10.1021/acs.jmedchem.4c02472,
EGFR/HER2,39935096,10.1021/acs.jmedchem.4c02016,
AChE/BChE,20137934,10.1016/j.bmcl.2010.01.057,
AChE/BChE,20137941,10.1016/j.bmcl.2010.01.035,
AChE/BChE,21459491,10.1016/j.ejmech.2011.02.071,
AChE/BChE,28371641,10.1016/j.ejmech.2017.03.062,
AChE/BChE,35858523,10.1016/j.ejmech.2022.114606,
AChE/BChE,10841789,10.1021/jm990322h,
AChE/BChE,7699704,10.1021/jm00006a006,
AChE/BChE,9632366,10.1021/jm970842h,
AChE/BChE,,10.1016/s0960-894x(01)80881-7,
AChE/BChE,9406602,10.1021/jm970245v,
AChE/BChE,15481979,10.1021/jm040108f,
AChE/BChE,16302800,10.1021/jm0504858,
AChE/BChE,16202584,10.1016/j.bmcl.2005.08.087,
AChE/BChE,16722653,10.1021/jm0600545,
AChE/BChE,17166721,10.1016/j.bmc.2006.11.037,
AChE/BChE,17851081,10.1016/j.bmc.2007.07.057,
AChE/BChE,17189684,10.1016/j.bmcl.2006.12.029,
AChE/BChE,17637507,10.1016/j.bmc.2007.06.025,
AChE/BChE,17284452,10.1074/jbc.m608207200,
AChE/BChE,18165015,10.1016/j.bmc.2007.12.016,
AChE/BChE,2959755,10.1021/np50051a014,
AChE/BChE,12502337,10.1021/np020289t,
AChE/BChE,18258440,10.1016/j.bmc.2008.01.031,
AChE/BChE,1479375,10.1021/np50089a001,
AChE/BChE,18403057,10.1016/j.ejmech.2008.03.001,
AChE/BChE,1378087,10.1021/np50080a005,
AChE/BChE,12444669,10.1021/np020023m,
AChE/BChE,9287415,10.1021/np960581z,
AChE/BChE,9214739,10.1021/np970025k,
AChE/BChE,8759170,10.1021/np960336f,
AChE/BChE,8904847,10.1021/np960451q,
AChE/BChE,469554,10.1021/np50001a002,
AChE/BChE,15043421,10.1021/np034011s,
AChE/BChE,9461655,10.1021/np970237h,
AChE/BChE,8882428,10.1021/np960057s,
AChE/BChE,18507367,10.1021/jm800115x,
AChE/BChE,7769390,10.1021/np50116a009,
AChE/BChE,7673925,10.1021/np50120a001,
AChE/BChE,15568778,10.1021/np040024+,
AChE/BChE,2607357,10.1021/np50065a011,
AChE/BChE,8158164,10.1021/np50103a006,
AChE/BChE,8350096,10.1021/np50096a027,
AChE/BChE,18778944,10.1016/j.bmc.2008.08.034,
AChE/BChE,10543897,10.1021/np9901579,
AChE/BChE,16441060,10.1021/np050229y,
AChE/BChE,10096854,10.1021/np980431j,
AChE/BChE,10346966,10.1021/np980469w,
AChE/BChE,18640042,10.1016/j.bmc.2008.06.049,
AChE/BChE,19725578,10.1021/jm900194w,
AChE/BChE,19879672,10.1016/j.ejmech.2009.09.041,
AChE/BChE,19944611,10.1016/j.bmc.2009.11.015,
AChE/BChE,19931462,10.1016/j.bmc.2009.10.063,
AChE/BChE,20097567,10.1016/j.bmc.2009.12.062,
AChE/BChE,19640715,10.1016/j.bmcl.2009.07.082,
AChE/BChE,20116898,10.1016/j.ejmech.2010.01.005,
AChE/BChE,20692831,10.1016/j.bmcl.2010.07.068,
AChE/BChE,20092288,10.1021/np900530n,
AChE/BChE,20696502,10.1016/j.ejmech.2010.07.017,
AChE/BChE,17417631,10.1038/nchembio873,
AChE/BChE,19734910,10.1038/nchembio.215,
AChE/BChE,20951593,10.1016/j.bmc.2010.09.041,
AChE/BChE,,,
AChE/BChE,20853847,10.1021/jm100888d,
AChE/BChE,21493073,10.1016/j.bmc.2011.03.040,
AChE/BChE,21482471,10.1016/j.bmc.2011.03.042,
AChE/BChE,21641214,10.1016/j.bmcl.2011.05.022,
AChE/BChE,21596573,10.1016/j.bmc.2011.01.046,
AChE/BChE,21669529,10.1016/j.bmcl.2011.05.046,
AChE/BChE,22154559,10.1016/j.bmc.2011.11.022,
AChE/BChE,22212721,10.1016/j.bmcl.2011.12.044,
AChE/BChE,22300659,10.1016/j.bmcl.2011.12.145,
AChE/BChE,22445328,10.1016/j.ejmech.2012.03.002,
AChE/BChE,24900447,10.1021/ml2003058,
AChE/BChE,22789812,10.1016/j.ejmech.2012.06.031,
AChE/BChE,22578462,10.1016/j.bmcl.2012.04.081,
AChE/BChE,11306701,10.1124/mol.59.5.1171,
AChE/BChE,21824690,10.1016/j.ejmech.2011.07.031,
AChE/BChE,23066712,10.1021/np300212c,
AChE/BChE,21988196,10.1021/jm200607g,
AChE/BChE,23062825,10.1016/j.bmc.2012.09.040,
AChE/BChE,22257213,10.1021/jm201271b,
AChE/BChE,,10.1007/s00044-011-9938-0,
AChE/BChE,,10.1007/s00044-011-9570-z,
AChE/BChE,,10.1007/s00044-010-9444-9,
AChE/BChE,,10.1007/s00044-011-9767-1,
AChE/BChE,,10.1007/s00044-009-9233-5,
AChE/BChE,,10.1007/s00044-007-9060-5,
AChE/BChE,,10.1007/s00044-009-9190-z,
AChE/BChE,,10.1007/s00044-012-0353-y,
AChE/BChE,,10.1007/s00044-012-0268-7,
AChE/BChE,23394144,10.1021/jm301558t,
AChE/BChE,23411073,10.1016/j.bmcl.2013.01.049,
AChE/BChE,23484434,10.1021/jm3017317,
AChE/BChE,24011954,10.1016/j.bmc.2013.08.013,
AChE/BChE,24521209,10.1021/np400717m,
AChE/BChE,24548207,10.1021/jm401551n,
AChE/BChE,,10.1039/c0md00245c,
AChE/BChE,24749980,10.1021/np400781y,
AChE/BChE,,10.1039/c1md00199j,
AChE/BChE,25086914,10.1016/j.ejmech.2014.07.095,
AChE/BChE,25050878,10.1016/j.ejmech.2014.07.056,
AChE/BChE,25280182,10.1021/jm500865u,
AChE/BChE,25564380,10.1016/j.bmc.2014.12.015,
AChE/BChE,25650313,10.1016/j.bmc.2014.12.067,
AChE/BChE,26096677,10.1016/j.bmcl.2015.06.016,
AChE/BChE,26322379,10.1021/acs.jmedchem.5b00893,
AChE/BChE,26508549,10.1016/j.bmcl.2015.10.034,
AChE/BChE,26517554,10.1021/acs.jnatprod.5b00075,
AChE/BChE,26719209,10.1016/j.bmc.2015.12.021,
AChE/BChE,26922036,10.1016/j.bmc.2016.02.018,
AChE/BChE,26974372,10.1016/j.ejmech.2016.02.045,
AChE/BChE,27374242,10.1016/j.bmcl.2016.06.054,
AChE/BChE,27623545,10.1016/j.bmcl.2016.08.094,
AChE/BChE,27955927,10.1016/j.bmc.2016.11.055,
AChE/BChE,28042452,10.1039/c6md00287k,
AChE/BChE,28049590,10.1016/j.bmcl.2016.12.051,
AChE/BChE,28587461,10.1021/acs.jmedchem.6b01871,
AChE/BChE,28458135,10.1016/j.ejmech.2017.04.042,
AChE/BChE,28128562,10.1021/acs.jnatprod.6b00643,
AChE/BChE,29300477,10.1021/acs.jnatprod.7b00564,
AChE/BChE,30108705,10.1039/c6md00493h,
AChE/BChE,28161249,10.1016/j.bmc.2017.01.028,
AChE/BChE,30108894,10.1039/c7md00229g,
AChE/BChE,30145372,10.1016/j.ejmech.2018.08.033,
AChE/BChE,,10.21203/rs.3.rs-23951/v1,
AChE/BChE,30048133,10.1021/acs.jmedchem.8b00825,
AChE/BChE,31427220,10.1016/j.bmcl.2019.07.048,
AChE/BChE,31499361,10.1016/j.ejmech.2019.111657,
AChE/BChE,31549836,10.1021/acs.jmedchem.9b00775,
AChE/BChE,30624931,10.1021/acs.jmedchem.8b01593,
AChE/BChE,30733087,10.1016/j.bmc.2019.01.027,
AChE/BChE,30943030,10.1021/acs.jmedchem.8b01954,
AChE/BChE,30917303,10.1016/j.ejmech.2019.03.034,
AChE/BChE,31138471,10.1016/j.bmcl.2019.05.020,
AChE/BChE,31022552,10.1016/j.ejmech.2019.04.031,
AChE/BChE,31276900,10.1016/j.ejmech.2019.06.057,
AChE/BChE,30776692,10.1016/j.ejmech.2019.01.044,
AChE/BChE,,10.6019/chembl4495564,
AChE/BChE,,10.6019/chembl4495565,
AChE/BChE,31791817,10.1016/j.bmcl.2019.126808,
AChE/BChE,32364726,10.1021/acs.jnatprod.0c00014,
AChE/BChE,,10.6019/chembl4651402,
AChE/BChE,32886510,10.1021/acs.jmedchem.0c01128,
AChE/BChE,30743095,10.1016/j.ejmech.2019.01.045,
AChE/BChE,31865017,10.1016/j.ejmech.2019.111961,
AChE/BChE,32883638,10.1016/j.ejmech.2020.112754,
AChE/BChE,32690268,10.1016/j.bmc.2020.115608,
AChE/BChE,33530021,10.1016/j.bmc.2021.116043,
AChE/BChE,,10.6019/chembl4808148,
AChE/BChE,33360800,10.1016/j.ejmech.2020.113112,
AChE/BChE,33984470,10.1016/j.bmcl.2021.128100,
AChE/BChE,34100599,10.1021/acs.jnatprod.0c01329,
AChE/BChE,34418785,10.1016/j.ejmech.2021.113779,
AChE/BChE,34812616,10.1021/acs.jmedchem.1c01547,
AChE/BChE,34841869,10.1021/acs.jmedchem.1c01156,
AChE/BChE,33139110,10.1016/j.ejmech.2020.112915,
AChE/BChE,34726055,10.1021/acs.jmedchem.1c00981,
AChE/BChE,34355179,10.1039/d1md00045d,
AChE/BChE,36169610,10.1021/acs.jmedchem.2c01005,
AChE/BChE,36490325,10.1021/acs.jmedchem.2c00799,
AChE/BChE,34213345,10.1021/acs.jmedchem.1c00601,
AChE/BChE,34516107,10.1021/acs.jmedchem.1c00386,
AChE/BChE,32942081,10.1016/j.ejmech.2020.112787,
AChE/BChE,32298876,10.1016/j.ejmech.2020.112268,
AChE/BChE,36731248,10.1016/j.bmc.2023.117187,
AChE/BChE,29763806,10.1016/j.ejmech.2018.05.004,
AChE/BChE,37252098,10.1039/d3md00078h,
AChE/BChE,,10.6019/eos300041,
AChE/BChE,,10.6019/eos300044,
AChE/BChE,37257024,10.1021/acs.jnatprod.3c00249,
AChE/BChE,37490786,10.1016/j.bmc.2023.117413,
AChE/BChE,37244162,10.1016/j.ejmech.2023.115491,
AChE/BChE,36167010,10.1016/j.ejmech.2022.114753,
AChE/BChE,36745746,10.1021/acs.jmedchem.2c01523,
