document_chembl_id,audit_tier,source_type,title,journal,year,pubmed_id,doi,patent_id,publication_types,direct_url,chembl_url,pairs,ligands,targets,assay_chembl_ids,n_activity_rows,review_trigger
CHEMBL1926681,conditional_follow_up,article_unclassified,"Novel inhibitors of epidermal growth factor receptor: (4-(Arylamino)-7H-pyrrolo[2,3-d]pyrimidin-6-yl)(1H-indol-2-yl)methanones and (1H-indol-2-yl)(4-(phenylamino)thieno[2,3-d]pyrimidin-6-yl)methanones.",Bioorganic & medicinal chemistry,2012,22169601,10.1016/j.bmc.2011.11.023,,Journal Article,https://doi.org/10.1016/j.bmc.2011.11.023,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1926681,EGFR/HER2,EH40_02,EGFR;HER2,CHEMBL1930721;CHEMBL1930723,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1933031,conditional_follow_up,article_unclassified,"Discovery and bioactivity of 4-(2-arylpyrido[3',2':3,4]pyrrolo[1,2-f][1,2,4]triazin-4-yl) morpholine derivatives as novel PI3K inhibitors.",Bioorganic & medicinal chemistry letters,2012,22130133,10.1016/j.bmcl.2011.11.003,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2011.11.003,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1933031,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL1937672,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1938252,mandatory_first_pass,article_unclassified,Structure-based optimization of morpholino-triazines as PI3K and mTOR inhibitors.,Bioorganic & medicinal chemistry letters,2012,22197143,10.1016/j.bmcl.2011.12.001,,Journal Article,https://doi.org/10.1016/j.bmcl.2011.12.001,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1938252,PIK3CA/mTOR,PM48_18,mTOR,CHEMBL1942431,1,always_review_now
CHEMBL1944545,conditional_follow_up,article_unclassified,Discovery of novel selective inhibitors for EGFR-T790M/L858R.,Bioorganic & medicinal chemistry letters,2012,22227214,10.1016/j.bmcl.2011.12.067,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2011.12.067,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1944545,EGFR/HER2,EH120_047,EGFR,CHEMBL1947771,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1949622,mandatory_first_pass,article_unclassified,Rational design of phosphoinositide 3-kinase α inhibitors that exhibit selectivity over the phosphoinositide 3-kinase β isoform.,Journal of medicinal chemistry,2011,21985639,10.1021/jm2007084,,Journal Article,https://doi.org/10.1021/jm2007084,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1949622,PIK3CA/PIK3CB,PAB_023,PIK3CA;PIK3CB,CHEMBL1954955;CHEMBL1954958;CHEMBL1954960;CHEMBL1954961,4,always_review_now
CHEMBL2016472,conditional_follow_up,article_unclassified,"Identification of NVP-BKM120 as a Potent, Selective, Orally Bioavailable Class I PI3 Kinase Inhibitor for Treating Cancer.",ACS medicinal chemistry letters,2011,24900266,10.1021/ml200156t,,Journal Article,https://doi.org/10.1021/ml200156t,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2016472,PIK3CA/mTOR,PM48_12,PIK3CA;mTOR,CHEMBL2020154;CHEMBL2020170;CHEMBL2020171;CHEMBL2020176,4,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2016507,conditional_follow_up,article_unclassified,Prospective acetylcholinesterase inhibitory activity of indole and its analogs.,Bioorganic & medicinal chemistry letters,2012,22425563,10.1016/j.bmcl.2012.02.057,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2012.02.057,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2016507,AChE/BChE,AB_018,AChE,CHEMBL2020014,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2016534,mandatory_first_pass,article_unclassified,Highly Selective and Potent Thiophenes as PI3K Inhibitors with Oral Antitumor Activity.,ACS medicinal chemistry letters,2011,24900269,10.1021/ml200126j,,Journal Article,https://doi.org/10.1021/ml200126j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2016534,PIK3CA/mTOR,PM48_08;PM48_24,PIK3CA;mTOR,CHEMBL2020200;CHEMBL2020201;CHEMBL2020202,4,always_review_now
CHEMBL2046372,mandatory_first_pass,article_unclassified,"Design and synthesis of pyrrolo[3,2-d]pyrimidine human epidermal growth factor receptor 2 (HER2)/epidermal growth factor receptor (EGFR) dual inhibitors: exploration of novel back-pocket binders.",Journal of medicinal chemistry,2012,22439974,10.1021/jm300185p,,Journal Article,https://doi.org/10.1021/jm300185p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2046372,EGFR/HER2,EH40_34,EGFR;HER2,CHEMBL2050648;CHEMBL2050649,2,always_review_now
CHEMBL2062364,mandatory_first_pass,article_unclassified,Discovery and optimization of new benzimidazole- and benzoxazole-pyrimidone selective PI3Kβ inhibitors for the treatment of phosphatase and TENsin homologue (PTEN)-deficient cancers.,Journal of medicinal chemistry,2012,22524426,10.1021/jm300241b,,Journal Article,https://doi.org/10.1021/jm300241b,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2062364,PIK3CA/PIK3CB,PAB_066;PAB_067;PAB_071;PAB_074,PIK3CA;PIK3CB,CHEMBL2066371;CHEMBL2067455;CHEMBL2067456,12,always_review_now
CHEMBL2062461,mandatory_first_pass,article_unclassified,"Synthesis, design and biological evaluation of novel highly potent tacrine congeners for the treatment of Alzheimer's disease.",European journal of medicinal chemistry,2012,22818849,10.1016/j.ejmech.2012.06.051,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2012.06.051,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2062461,AChE/BChE,AB_015,AChE;BChE,CHEMBL2066006;CHEMBL2066007;CHEMBL2066009;CHEMBL2066010,4,always_review_now
CHEMBL2086238,mandatory_first_pass,article_unclassified,"Identification of ETP-46321, a potent and orally bioavailable PI3K α, δ inhibitor.",Bioorganic & medicinal chemistry letters,2012,22520259,10.1016/j.bmcl.2012.03.090,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2012.03.090,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2086238,PIK3CA/mTOR,PM48_28,PIK3CA;mTOR,CHEMBL2092081;CHEMBL2092092;CHEMBL2092094;CHEMBL2092095;CHEMBL2092096,5,always_review_now
CHEMBL2086312,conditional_follow_up,article_unclassified,"Synthesis and biological evaluation of new 5-benzylated 4-oxo-3,4-dihydro-5H-pyridazino[4,5-b]indoles as PI3Kα inhibitors.",European journal of medicinal chemistry,2012,23063566,10.1016/j.ejmech.2012.09.001,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2012.09.001,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2086312,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL2090598,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2157925,mandatory_first_pass,article_unclassified,"Design, synthesis, and bioevaluation of benzamides: novel acetylcholinesterase inhibitors with multi-functions on butylcholinesterase, Aβ aggregation, and β-secretase.",Bioorganic & medicinal chemistry,2012,23041347,10.1016/j.bmc.2012.09.016,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2012.09.016,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2157925,AChE/BChE,AB_018,AChE;BChE,CHEMBL2162062;CHEMBL2162063,2,always_review_now
CHEMBL2216751,conditional_follow_up,review_article,PI3Kδ and PI3Kγ as targets for autoimmune and inflammatory diseases.,Journal of medicinal chemistry,2012,22924688,10.1021/jm300847w,,Journal Article;Review,https://doi.org/10.1021/jm300847w,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2216751,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL2217273,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2311409,conditional_follow_up,article_unclassified,"Design, synthesis and biological evaluation of coumarin alkylamines as potent and selective dual binding site inhibitors of acetylcholinesterase.",Bioorganic & medicinal chemistry,2013,23199476,10.1016/j.bmc.2012.10.045,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2012.10.045,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2311409,AChE/BChE,AB_018,BChE,CHEMBL2319649,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2321654,mandatory_first_pass,article_unclassified,"Design, modification and 3D QSAR studies of novel naphthalin-containing pyrazoline derivatives with/without thiourea skeleton as anticancer agents.",Bioorganic & medicinal chemistry,2013,23391364,10.1016/j.bmc.2013.01.013,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2013.01.013,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2321654,EGFR/HER2,EH40_16,EGFR;HER2,CHEMBL2327214;CHEMBL2327216,2,always_review_now
CHEMBL2321664,conditional_follow_up,article_unclassified,L-Aminoacyl-triazine derivatives are isoform-selective PI3Kβ inhibitors that target non-conserved Asp862 of PI3Kβ.,ACS medicinal chemistry letters,2013,23795239,10.1021/ml300336j,,Journal Article,https://doi.org/10.1021/ml300336j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2321664,PIK3CA/mTOR,PM48_18,PIK3CA,CHEMBL2328971,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2321748,conditional_follow_up,article_unclassified,"Structure-Based Approach for the Discovery of Pyrrolo[3,2-d]pyrimidine-Based EGFR T790M/L858R Mutant Inhibitors.",ACS medicinal chemistry letters,2013,24900643,10.1021/ml300327z,,Journal Article,https://doi.org/10.1021/ml300327z,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2321748,EGFR/HER2,EH120_047;EH40_01,EGFR,CHEMBL2328801;CHEMBL2328802,4,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2331448,conditional_follow_up,article_unclassified,Optimization of potent and selective dual mTORC1 and mTORC2 inhibitors: the discovery of AZD8055 and AZD2014.,Bioorganic & medicinal chemistry letters,2013,23375793,10.1016/j.bmcl.2013.01.019,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.01.019,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2331448,PIK3CA/mTOR,PM48_13,mTOR,CHEMBL2338832,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2346616,conditional_follow_up,article_unclassified,"Design and synthesis of novel pyrimido[4,5-b]azepine derivatives as HER2/EGFR dual inhibitors.",Bioorganic & medicinal chemistry,2013,23490150,10.1016/j.bmc.2013.02.014,,Journal Article,https://doi.org/10.1016/j.bmc.2013.02.014,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2346616,EGFR/HER2,EH40_01,EGFR,CHEMBL2351562,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2380294,conditional_follow_up,article_unclassified,"Design, synthesis and biological activity of multifunctional α,β-unsaturated carbonyl scaffolds for Alzheimer's disease.",Bioorganic & medicinal chemistry letters,2013,23540646,10.1016/j.bmcl.2013.02.103,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2013.02.103,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2380294,AChE/BChE,AB_018,BChE,CHEMBL2383511,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2380305,conditional_follow_up,article_unclassified,Discovery of thiazolobenzoxepin PI3-kinase inhibitors that spare the PI3-kinase β isoform.,Bioorganic & medicinal chemistry letters,2013,23540645,10.1016/j.bmcl.2013.02.102,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.02.102,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2380305,PIK3CA/mTOR,PM48_05,PIK3CA,CHEMBL2383019,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2384937,conditional_follow_up,article_unclassified,"Design, synthesis and biological evaluation of novel pyrimidine, 3-cyanopyridine and m-amino-N-phenylbenzamide based monocyclic EGFR tyrosine kinase inhibitors.",Bioorganic & medicinal chemistry,2013,23602524,10.1016/j.bmc.2013.03.053,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2013.03.053,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2384937,EGFR/HER2,EH120_047,EGFR,CHEMBL2390159,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2384988,mandatory_first_pass,article_unclassified,"Discovery of 2-{3-[2-(1-isopropyl-3-methyl-1H-1,2-4-triazol-5-yl)-5,6-dihydrobenzo[f]imidazo[1,2-d][1,4]oxazepin-9-yl]-1H-pyrazol-1-yl}-2-methylpropanamide (GDC-0032): a β-sparing phosphoinositide 3-kinase inhibitor with high unbound exposure and robust in vivo antitumor activity.",Journal of medicinal chemistry,2013,23662903,10.1021/jm4003632,,Journal Article,https://doi.org/10.1021/jm4003632,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2384988,PIK3CA/mTOR,PM48_05;PM48_19,PIK3CA;mTOR,CHEMBL2388228;CHEMBL2388232;CHEMBL2388266;CHEMBL2388269,5,always_review_now
CHEMBL2396607,conditional_follow_up,article_unclassified,Discovery of NVP-BYL719 a potent and selective phosphatidylinositol-3 kinase alpha inhibitor selected for clinical evaluation.,Bioorganic & medicinal chemistry letters,2013,23726034,10.1016/j.bmcl.2013.05.007,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.05.007,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2396607,PIK3CA/mTOR,PM48_22,PIK3CA,CHEMBL2400726;CHEMBL2400732,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL2417437,mandatory_first_pass,article_unclassified,"A hit to lead discovery of novel N-methylated imidazolo-, pyrrolo-, and pyrazolo-pyrimidines as potent and selective mTOR inhibitors.",Bioorganic & medicinal chemistry letters,2013,23932790,10.1016/j.bmcl.2013.07.027,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.07.027,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2417437,PIK3CA/mTOR,PM48_41,PIK3CA;mTOR,CHEMBL2421122;CHEMBL2421123;CHEMBL2421129;CHEMBL2421130,4,always_review_now
CHEMBL2417539,mandatory_first_pass,article_unclassified,"1-substituted (Dibenzo[b,d]thiophen-4-yl)-2-morpholino-4H-chromen-4-ones endowed with dual DNA-PK/PI3-K inhibitory activity.",Journal of medicinal chemistry,2013,23855836,10.1021/jm400915j,,Journal Article,https://doi.org/10.1021/jm400915j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2417539,PIK3CA/mTOR,PM48_31,PIK3CA;mTOR,CHEMBL2423427;CHEMBL2423428,2,always_review_now
CHEMBL3045386,mandatory_first_pass,article_unclassified,Flavonoids as lead compounds modulating the enzyme targets in Alzheimer’s disease,Medicinal Chemistry Research,2013,,10.1007/s00044-012-0353-y,,,https://doi.org/10.1007/s00044-012-0353-y,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3045386,AChE/BChE,AB_041,AChE,CHEMBL3071788,1,always_review_now
CHEMBL3045895,conditional_follow_up,article_unclassified,,,2012,,10.1007/s00044-011-9804-0,,,https://doi.org/10.1007/s00044-011-9804-0,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3045895,AChE/BChE,AB_018,BChE,CHEMBL3068695,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3098113,conditional_follow_up,article_unclassified,Identification of quinones as HER2 inhibitors for the treatment of trastuzumab resistant breast cancer.,Bioorganic & medicinal chemistry letters,2014,24355130,10.1016/j.bmcl.2013.11.064,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2013.11.064,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3098113,EGFR/HER2,EH40_02,HER2,CHEMBL3100590,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3108771,conditional_follow_up,article_unclassified,Crystal Structures of PI3Kα Complexed with PI103 and Its Derivatives: New Directions for Inhibitors Design.,ACS medicinal chemistry letters,2014,24900786,10.1021/ml400378e,,Journal Article,https://doi.org/10.1021/ml400378e,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3108771,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL3110708;CHEMBL3110709;CHEMBL3110710;CHEMBL3110711,4,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3112407,mandatory_first_pass,article_unclassified,Synthesis and biological evaluation of novel tricyclic oxazine and oxazepine fused quinazolines. Part 1: erlotinib analogs.,Bioorganic & medicinal chemistry letters,2014,24411123,10.1016/j.bmcl.2013.12.079,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.12.079,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3112407,EGFR/HER2,EH120_073,EGFR;HER2,CHEMBL3118713;CHEMBL3118714;CHEMBL3118715,3,always_review_now
CHEMBL3124749,conditional_follow_up,article_unclassified,"Synthesis, biological evaluation and molecular modeling study of novel tacrine-carbazole hybrids as potential multifunctional agents for the treatment of Alzheimer's disease.",European journal of medicinal chemistry,2014,24508831,10.1016/j.ejmech.2014.01.020,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2014.01.020,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3124749,AChE/BChE,AB_018,BChE,CHEMBL3129628,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3217416,conditional_follow_up,article_unclassified,,,2011,,10.1039/c0md00183j,,,https://doi.org/10.1039/c0md00183j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3217416,EGFR/HER2,EH120_060,EGFR,CHEMBL3226103,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3217449,conditional_follow_up,article_unclassified,,,2010,,10.1039/c0md00072h,,,https://doi.org/10.1039/c0md00072h,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3217449,PIK3CA/mTOR,PM48_08,mTOR,CHEMBL3227715,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3217752,conditional_follow_up,article_unclassified,,,2012,,10.1039/c2md20044a,,,https://doi.org/10.1039/c2md20044a,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3217752,PIK3CA/PIK3CB;PIK3CA/mTOR,PAB_037;PM48_04,PIK3CA;mTOR,CHEMBL3223603;CHEMBL3223610,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3286093,conditional_follow_up,article_unclassified,"Establishment of a structure-activity relationship of 1H-imidazo[4,5-c]quinoline-based kinase inhibitor NVP-BEZ235 as a lead for African sleeping sickness.",Journal of medicinal chemistry,2014,24805946,10.1021/jm500361r,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm500361r,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3286093,PIK3CA/mTOR,PM48_04,PIK3CA;mTOR,CHEMBL3291527;CHEMBL3293768,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3297684,conditional_follow_up,article_unclassified,Discovery of biarylaminoquinazolines as novel tubulin polymerization inhibitors.,Journal of medicinal chemistry,2014,24801610,10.1021/jm500034j,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm500034j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3297684,EGFR/HER2,EH120_060,EGFR,CHEMBL3300694,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3351642,mandatory_first_pass,article_unclassified,"Synthesis and structure-activity relationships of PI3K/mTOR dual inhibitors from a series of 2-amino-4-methylpyrido[2,3-d]pyrimidine derivatives.",Bioorganic & medicinal chemistry letters,2014,25139570,10.1016/j.bmcl.2014.07.073,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2014.07.073,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351642,PIK3CA/mTOR,PM48_08,PIK3CA;mTOR,CHEMBL3380577;CHEMBL3380578,2,always_review_now
CHEMBL3351667,mandatory_first_pass,article_unclassified,A chemical tuned strategy to develop novel irreversible EGFR-TK inhibitors with improved safety and pharmacokinetic profiles.,Journal of medicinal chemistry,2014,25409491,10.1021/jm5014659,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm5014659,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351667,EGFR/HER2,EH120_058;EH40_20,EGFR;HER2,CHEMBL3385194;CHEMBL3385195;CHEMBL3385196,6,always_review_now
CHEMBL3351711,conditional_follow_up,article_unclassified,"Design, synthesis and biological evaluation of novel 6H-benzo[c]chromen-6-one, and 7,8,9,10-tetrahydro-benzo[c]chromen-6-one derivatives as potential cholinesterase inhibitors.",Bioorganic & medicinal chemistry,2014,25189690,10.1016/j.bmc.2014.08.016,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2014.08.016,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351711,AChE/BChE,AB_018,AChE;BChE,CHEMBL3383711;CHEMBL3383712,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3351862,conditional_follow_up,review_article,Coumarin hybrids as novel therapeutic agents.,Bioorganic & medicinal chemistry,2014,24934993,10.1016/j.bmc.2014.05.032,,Journal Article;Review,https://doi.org/10.1016/j.bmc.2014.05.032,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351862,AChE/BChE,AB_018,BChE,CHEMBL3363283,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3352165,conditional_follow_up,article_unclassified,Design and synthesis of Lapatinib derivatives containing a branched side chain as HER1/HER2 targeting antitumor drug candidates.,European journal of medicinal chemistry,2014,25305330,10.1016/j.ejmech.2014.10.006,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2014.10.006,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3352165,EGFR/HER2,EH40_02,HER2,CHEMBL3385739,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3352220,conditional_follow_up,article_unclassified,"Design, synthesis, anticancer activity and docking studies of novel 4-morpholino-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidine derivatives as mTOR inhibitors.",Bioorganic & medicinal chemistry,2014,25468038,10.1016/j.bmc.2014.11.003,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2014.11.003,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3352220,PIK3CA/mTOR,PM48_01,PIK3CA;mTOR,CHEMBL3371732;CHEMBL3371734,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3352433,conditional_follow_up,article_unclassified,Class II but Not Second Class-Prospects for the Development of Class II PI3K Inhibitors.,ACS medicinal chemistry letters,2015,25589915,10.1021/ml500354e,,Journal Article,https://doi.org/10.1021/ml500354e,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3352433,PIK3CA/mTOR,PM48_05;PM48_18,mTOR,CHEMBL3377242,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3352452,mandatory_first_pass,article_unclassified,Phosphoinositide-3-kinase inhibitors: evaluation of substituted alcohols as replacements for the piperazine sulfonamide portion of AMG 511.,Bioorganic & medicinal chemistry letters,2014,25466188,10.1016/j.bmcl.2014.10.085,,Journal Article,https://doi.org/10.1016/j.bmcl.2014.10.085,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3352452,PIK3CA/mTOR,PM48_29,mTOR,CHEMBL3379685,1,always_review_now
CHEMBL3392967,mandatory_first_pass,article_unclassified,Phosphatidylinositol 3-Kinase (PI3K) and phosphatidylinositol 3-kinase-related kinase (PIKK) inhibitors: importance of the morpholine ring.,Journal of medicinal chemistry,2015,25387153,10.1021/jm501026z,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm501026z,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3392967,PIK3CA/mTOR,PM48_14,PIK3CA,CHEMBL3395875,1,always_review_now
CHEMBL3407441,conditional_follow_up,article_unclassified,"Design, synthesis and docking studies of novel thienopyrimidine derivatives bearing chromone moiety as mTOR/PI3Kα inhibitors.",European journal of medicinal chemistry,2015,25659752,10.1016/j.ejmech.2015.01.061,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2015.01.061,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3407441,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL3414046,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3414443,conditional_follow_up,article_unclassified,Truncated structures used in search for new lead compounds and in a retrospective analysis of thienopyrimidine-based EGFR inhibitors.,European journal of medicinal chemistry,2015,25768701,10.1016/j.ejmech.2015.03.004,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2015.03.004,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3414443,EGFR/HER2,EH40_02,EGFR,CHEMBL3418211,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3576869,conditional_follow_up,article_unclassified,Discovery of a Novel Series of Thienopyrimidine as Highly Potent and Selective PI3K Inhibitors.,ACS medicinal chemistry letters,2015,25893045,10.1021/ml5005014,,Journal Article,https://doi.org/10.1021/ml5005014,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3576869,PIK3CA/mTOR,PM48_04,mTOR,CHEMBL3579762,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3585326,conditional_follow_up,article_unclassified,Discovery of potent carbonic anhydrase and acetylcholine esterase inhibitors: novel sulfamoylcarbamates and sulfamides derived from acetophenones.,Bioorganic & medicinal chemistry,2015,25921269,10.1016/j.bmc.2015.04.019,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2015.04.019,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3585326,AChE/BChE,AB_018,AChE,CHEMBL3588578,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL3596196,conditional_follow_up,article_unclassified,In vitro evaluation and in silico screening of synthetic acetylcholinesterase inhibitors bearing functionalized piperidine pharmacophores.,Bioorganic & medicinal chemistry,2015,26105711,10.1016/j.bmc.2015.06.005,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2015.06.005,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3596196,AChE/BChE,AB_018,AChE,CHEMBL3599183,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
