pair,ligand,molecule_chembl_id,frozen_class,target_name,target_chembl_id,assay_chembl_id,document_chembl_id,assay_type,standard_type,standard_relation,pchembl_value,assay_organism,confidence_score,protein_construct,wildtype_or_mutant,priority_flags,original_label,human_include_exclude,human_reviewed_label,human_rationale,incomparable_record,note
EGFR/HER2,EH120_092,CHEMBL5555280,B_only,HER2,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,B,IC50,=,7.31,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_093,CHEMBL5977568,B_only,EGFR,CHEMBL203,CHEMBL5735981,CHEMBL5728076,B,IC50,=,5.86,Homo sapiens,9,unknown,unknown,egfr_directional_priority;borderline_pA;top_document_series,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_093,CHEMBL5977568,B_only,HER2,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,B,IC50,=,7.71,,8,unknown,unknown,egfr_directional_priority;borderline_pA;top_document_series,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_094,CHEMBL118109,B_only,EGFR,CHEMBL203,CHEMBL677392,CHEMBL1126897,B,IC50,=,4.73,,8,unknown,unknown,egfr_directional_priority;biochem_and_functional,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_094,CHEMBL118109,B_only,EGFR,CHEMBL203,CHEMBL677393,CHEMBL1126897,B,IC50,=,4.72,,8,unknown,unknown,egfr_directional_priority;biochem_and_functional,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_094,CHEMBL118109,B_only,EGFR,CHEMBL203,CHEMBL689290,CHEMBL1126897,F,IC50,=,4.46,,8,unknown,unknown,egfr_directional_priority;biochem_and_functional,B_only,include,B_only,Functional (cellular) assay in human context retained as include; not merged with biochemical potency.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_094,CHEMBL118109,B_only,HER2,CHEMBL1824,CHEMBL769140,CHEMBL1136802,B,IC50,=,6.46,,8,unknown,unknown,egfr_directional_priority;biochem_and_functional,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_095,CHEMBL256362,B_only,EGFR,CHEMBL203,CHEMBL930778,CHEMBL1141561,B,IC50,=,5.96,,8,unknown,unknown,egfr_directional_priority;borderline_pA,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_095,CHEMBL256362,B_only,HER2,CHEMBL1824,CHEMBL930659,CHEMBL1141561,B,IC50,=,7.64,,8,unknown,unknown,egfr_directional_priority;borderline_pA,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_096,CHEMBL5561933,B_only,EGFR,CHEMBL203,CHEMBL5512286,CHEMBL5506072,B,IC50,=,5.67,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_096,CHEMBL5561933,B_only,HER2,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,B,IC50,=,7.28,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_097,CHEMBL194337,B_only,EGFR,CHEMBL203,CHEMBL881949,CHEMBL1141048,B,IC50,=,5.68,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_097,CHEMBL194337,B_only,HER2,CHEMBL1824,CHEMBL881955,CHEMBL1141048,B,IC50,=,7.16,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_098,CHEMBL5557178,B_only,EGFR,CHEMBL203,CHEMBL5512286,CHEMBL5506072,B,IC50,=,5.33,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_098,CHEMBL5557178,B_only,HER2,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,B,IC50,=,6.8,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_099,CHEMBL1080272,B_only,EGFR,CHEMBL203,CHEMBL1116652,CHEMBL1154343,B,IC50,=,4.82,Homo sapiens,9,unknown,unknown,egfr_directional_priority;borderline_pB,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_099,CHEMBL1080272,B_only,HER2,CHEMBL1824,CHEMBL1116650,CHEMBL1154343,B,IC50,=,6.21,Homo sapiens,9,unknown,unknown,egfr_directional_priority;borderline_pB,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_100,CHEMBL5561503,B_only,EGFR,CHEMBL203,CHEMBL5512286,CHEMBL5506072,B,IC50,=,5.86,Homo sapiens,9,unknown,unknown,egfr_directional_priority;borderline_pA,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_100,CHEMBL5561503,B_only,HER2,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,B,IC50,=,7.23,Homo sapiens,9,unknown,unknown,egfr_directional_priority;borderline_pA,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_101,CHEMBL5558817,B_only,EGFR,CHEMBL203,CHEMBL5512286,CHEMBL5506072,B,IC50,=,5.38,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_101,CHEMBL5558817,B_only,HER2,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,B,IC50,=,6.67,Homo sapiens,9,unknown,unknown,egfr_directional_priority,B_only,include,B_only,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_103,CHEMBL4087921,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.33,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_103,CHEMBL4087921,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.33,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_103,CHEMBL4087921,neither,HER2,CHEMBL1824,CHEMBL3995336,CHEMBL3994595,B,IC50,=,4.28,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_104,CHEMBL4102214,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.35,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_104,CHEMBL4102214,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.35,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_104,CHEMBL4102214,neither,HER2,CHEMBL1824,CHEMBL3995336,CHEMBL3994595,B,IC50,=,4.24,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_105,CHEMBL4102942,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.35,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_105,CHEMBL4102942,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.35,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_105,CHEMBL4102942,neither,HER2,CHEMBL1824,CHEMBL3995336,CHEMBL3994595,B,IC50,=,4.28,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_106,CHEMBL4074782,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.4,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_106,CHEMBL4074782,neither,EGFR,CHEMBL203,CHEMBL3995335,CHEMBL3994595,B,IC50,=,4.4,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_106,CHEMBL4074782,neither,HER2,CHEMBL1824,CHEMBL3995336,CHEMBL3994595,B,IC50,=,4.33,Homo sapiens,9,unknown,unknown,top_document_series,neither,include,neither,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_012,CHEMBL4212275,dual,AChE,CHEMBL220,CHEMBL4193992,CHEMBL4190343,B,IC50,=,7.33,Homo sapiens,9,unknown,unknown,top_document_series,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_012,CHEMBL4212275,dual,BChE,CHEMBL1914,CHEMBL4193993,CHEMBL4190343,B,IC50,=,7.91,Homo sapiens,9,unknown,unknown,top_document_series,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_015,CHEMBL2064464,dual,AChE,CHEMBL220,CHEMBL2066010,CHEMBL2062461,B,Ki,=,9.5,Homo sapiens,9,unknown,unknown,mixed_endpoint,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_015,CHEMBL2064464,dual,AChE,CHEMBL220,CHEMBL2066009,CHEMBL2062461,B,Ki,=,9.42,Homo sapiens,9,unknown,unknown,mixed_endpoint,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_015,CHEMBL2064464,dual,AChE,CHEMBL220,CHEMBL2066006,CHEMBL2062461,B,IC50,=,7.83,Homo sapiens,9,unknown,unknown,mixed_endpoint,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_015,CHEMBL2064464,dual,BChE,CHEMBL1914,CHEMBL2066007,CHEMBL2062461,B,IC50,=,7.2,Homo sapiens,9,unknown,unknown,mixed_endpoint,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL644832,CHEMBL1135547,B,IC50,=,6.1,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL644110,CHEMBL1150531,B,IC50,=,7.0,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL684541,CHEMBL1135324,F,EC50,=,5.96,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Functional (cellular) assay in human context retained as include; not merged with biochemical potency.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL911302,CHEMBL1139709,B,IC50,=,6.22,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL911302,CHEMBL1139709,B,IC50,=,6.2,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL919956,CHEMBL1149251,B,IC50,=,5.5,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL895407,CHEMBL1148814,B,IC50,=,5.7,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL925438,CHEMBL1141279,B,IC50,=,5.97,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL974116,CHEMBL1142630,B,IC50,=,6.01,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL965669,CHEMBL1150386,B,IC50,=,6.46,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL975663,CHEMBL1158060,B,IC50,=,5.93,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL978158,CHEMBL1155941,B,IC50,=,6.3,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1054620,CHEMBL1152325,B,IC50,=,4.13,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1047004,CHEMBL1156800,B,IC50,=,5.68,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1227597,CHEMBL1221246,B,Ki,=,6.52,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1663835,CHEMBL1649337,B,IC50,=,6.28,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1671288,CHEMBL1667723,B,IC50,=,5.58,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1787068,CHEMBL1781988,B,IC50,=,5.14,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1787069,CHEMBL1781988,B,IC50,=,5.14,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL1909212,CHEMBL1909046,B,IC50,=,5.94,,8,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL2020014,CHEMBL2016507,B,IC50,=,6.52,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL2162062,CHEMBL2157925,B,Ki,=,7.21,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL3383711,CHEMBL3351711,B,IC50,=,6.16,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL3588578,CHEMBL3585326,B,Ki,=,6.6,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL3599183,CHEMBL3596196,B,IC50,=,4.05,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL3872094,CHEMBL3871299,B,IC50,=,5.89,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
AChE/BChE,AB_018,CHEMBL659,dual,AChE,CHEMBL220,CHEMBL4144749,CHEMBL4138291,B,IC50,=,5.72,Homo sapiens,9,unknown,unknown,mixed_endpoint;biochem_and_functional;high_auroc_influence,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
